CompanyName,CompanyType,Programme,RefDate,Sector
PERODUA AUTO CORPORATION SDN BHD,,mynext,15/2/2025,
DHAYA MAJU INFRASTRUCTURE (ASIA) SDN BHD,,mynext,16/2/2025,
UNI-CHARM CORPORATION SDN BHD,,mynext,16/2/2025,
CEVA FREIGHT HOLDINGS (MALAYSIA) SDN BHD,,mynext,15/2/2025,
BERJAYA ASSETS BHD,,mynext,16/2/2025,
ASAHI KOSEI (M) SDN BHD,,mynext,15/2/2025,
DRB-HICOM DEFENCE TECHNOLOGIES SDN BHD,,mynext,15/2/2025,
BMW MALAYSIA SDN BHD,,mynext,15/2/2025,
PALL (MALAYSIA) SDN BHD,,mynext,16/2/2025,
CORTEVA AGRISCIENCE (MALAYSIA) SDN BHD,,mynext,15/2/2025,
SOUTHERN PIPE INDUSTRY (MALAYSIA) SDN BHD,,mynext,16/2/2025,
OPS PAPER PRODUCTS SDN BHD,,mynext,16/2/2025,
SUMITOMO ELECTRIC WINTEC (MALAYSIA) SDN BHD,,mynext,16/2/2025,
JVCKENWOOD ELECTRONICS MALAYSIA SDN BHD,,mynext,15/2/2025,
NIRO CERAMIC (M) SDN BHD,,mynext,16/2/2025,
ASIA CARGO NETWORK SDN BHD,,mynext,16/2/2025,
SHARP NORTH MALAYSIA SDN BHD,,mynext,16/2/2025,
TNB REPAIR AND MAINTENANCE SDN BHD,,mynext,16/2/2025,
SCHMOLL ASIA PACIFIC (MALAYSIA) SDN BHD,,mynext,16/2/2025,
WESTERN DIGITAL TECH AND REGIONAL CENTER (M) SDN BHD,,mynext,16/2/2025,
LUMAYAN INDAH SDN BHD,,mynext,16/2/2025,
NGC ENERGY SDN BHD,,mynext,16/2/2025,
UGOKI INTERNATIONAL SHOPPING SDN BHD,,mynext,16/2/2025,
EPOMS SDN BHD,,mynext,16/2/2025,
MPI POLYESTER INDUSTRIES SDN BHD,,mynext,16/2/2025,
SAINT-GOBAIN MALAYSIA SDN BHD,,mynext,16/2/2025,
TOYO TYRE SALES AND MARKETING MALAYSIA SDN BHD,,mynext,16/2/2025,
PREMIER GRAIN SDN BHD,,mynext,16/2/2025,
WEBBING MALAYSIA SDN BHD,,mynext,16/2/2025,
SPC BIODIESEL SDN BHD,,mynext,16/2/2025,
CHEMICAL CO OF MALAYSIA BHD,,mynext,15/2/2025,
SYARIKAT TUNAS PANTAI SDN BHD,,mynext,16/2/2025,
VALCO MELTON MALAYSIA SDN BHD,,mynext,16/2/2025,
NORTHPORT (MALAYSIA) BHD,,mynext,16/2/2025,
SOUTH ISLAND GARMENT SDN BHD,,mynext,16/2/2025,
PERNOD RICARD MALAYSIA SDN BHD,,mynext,16/2/2025,
UOA HOLDINGS SDN BHD,,mynext,16/2/2025,
MCGATTE GROUP SDN BHD,,mynext,16/2/2025,
TDK (MALAYSIA) SDN BHD,,mynext,16/2/2025,
GBM ELECTRONICS (M) SDN BHD,,mynext,16/2/2025,
KOMCO SERVICE SDN BHD,,mynext,16/2/2025,
KWANG SHEN STEEL INDUSTRIES SDN BHD,,mynext,16/2/2025,
MALAYSIA STEEL WORKS (KL) BHD,,mynext,15/2/2025,
ALPINE RETURN SDN BHD,,mynext,16/2/2025,
PRESS METAL ALUMINIUM RODS SDN BHD,,mynext,16/2/2025,
UNIVERSITI TENAGA NASIONAL SDN BHD,,mynext,15/2/2025,
SKYWORTH DEVELOPMENT MALAYSIA SDN BHD,,mynext,16/2/2025,
HPI RESOURCES BHD,,mynext,16/2/2025,
CONTINENTAL TYRE PJ MALAYSIA SDN BHD,,mynext,15/2/2025,
CEDY THIRD CONTRACTING AND TRADING (M) SDN BHD,,mynext,16/2/2025,
PENTAX MEDICAL (PENANG) SDN BHD,,mynext,16/2/2025,
KIMBERLY-CLARK REGIONAL SERVICES (M) SDN BHD,,mynext,15/2/2025,
OMESTI BHD,,mynext,16/2/2025,
LSCHEM INDUSTRY SDN BHD,,mynext,16/2/2025,
IFFCO (S.E.A.) SDN BHD,,mynext,16/2/2025,
NIPPON PAINT (MALAYSIA) SDN BHD,,mynext,15/2/2025,
AXIATA GROUP BHD,,mynext,15/2/2025,
IIUM HOLDINGS SDN BHD,,mynext,16/2/2025,
SAFEGUARDS G4S SDN BHD,,mynext,16/2/2025,
SEGI CASH & CARRY SDN BHD,,mynext,15/2/2025,
HACHIKO IMPORT EXPORT SDN BHD,,mynext,16/2/2025,
ASIA PARTNERS VENTURE MARINE SDN BHD,,mynext,16/2/2025,
SAPURA HOLDINGS SDN BHD,,mynext,16/2/2025,
INTEGRATED PETROLEUM SERVICES SDN BHD,,mynext,15/2/2025,
MEGAWISRA SDN BHD,,mynext,16/2/2025,
MIE INDUSTRIAL SDN BHD,,mynext,16/2/2025,
ANN JOO INTEGRATED STEEL SDN BHD,,mynext,16/2/2025,
TAN CHONG INDUSTRIAL EQUIPMENT SDN BHD,,mynext,16/2/2025,
MEGASTEEL SDN BHD,,mynext,15/2/2025,
TECO INDUSTRY (MALAYSIA) SDN BHD,,mynext,16/2/2025,
MANJONG BIO OCEAN VENTURE SDN BHD,,mynext,16/2/2025,
AMC RETAIL MALAYSIA SDN BHD,,mynext,16/2/2025,
NGK ELECTRONICS DEVICES (M) SDN BHD,,mynext,16/2/2025,
GAMUDA BHD,,mynext,16/2/2025,
NOVARTIS CORPORATION (MALAYSIA) SDN BHD,,mynext,15/2/2025,
AKASHI KIKAI INDUSTRY (M) SDN BHD,,mynext,16/2/2025,
BCB BHD,,mynext,16/2/2025,
PANTECH GALVANISING SDN BHD,,mynext,16/2/2025,
TRX CITY SDN BHD,,mynext,16/2/2025,
GE HEALTHCARE SDN BHD,,mynext,15/2/2025,
PINTARMAS SDN BHD,,mynext,16/2/2025,
OJI ASIA MANAGEMENT SDN BHD,,mynext,16/2/2025,
LTB INTERNATIONAL SDN BHD,,mynext,16/2/2025,
LOTTE CHEMICAL TITAN CORPORATION SDN BHD,,mynext,16/2/2025,
TADAU ENERGY SDN BHD,,mynext,16/2/2025,
BOUSTEAD NAVAL SHIPYARD SDN BHD,,mynext,16/2/2025,
MEDTRONIC MALAYSIA SDN BHD,,mynext,15/2/2025,
JAKEL TRADING SDN BHD,,mynext,16/2/2025,
BEYOND AGRI ORGANIC FARMS SDN BHD,,mynext,16/2/2025,
7-ELEVEN MALAYSIA SDN BHD,,mynext,16/2/2025,
KUMPULAN PERUBATAN (JOHOR) SDN BHD,,mynext,16/2/2025,
SYNTHOMER SDN BHD,,mynext,15/2/2025,
JT INTERNATIONAL TOBACCO SDN BHD,,mynext,15/2/2025,
BABEL TRADING SDN BHD,,mynext,16/2/2025,
PINNACLE NEXUS SDN BHD,,mynext,16/2/2025,
ASB MANAGEMENT SDN BHD,,mynext,16/2/2025,
ANABATIC TECHNOLOGIES MALAYSIA SDN BHD,,mynext,16/2/2025,
WINWAY INTERCONNECT TECHNOLOGY (M) SDN BHD,,mynext,16/2/2025,
CJ IMC MALAYSIA SDN BHD,,mynext,16/2/2025,
PRESS METAL BHD,,mynext,16/2/2025,
AIRASIA BHD,,mynext,15/2/2025,
ALUMINIUM CO OF MALAYSIA BHD,,mynext,16/2/2025,
MERCHANTRADE ASIA SDN BHD,,mynext,15/2/2025,
INTEL MICROELECTRONICS (M) SDN BHD,,mynext,15/2/2025,
ANN JOO STEEL BHD,,mynext,16/2/2025,
ZURICH GENERAL INSURANCE MALAYSIA BHD,,mynext,16/2/2025,
COLGATE-PALMOLIVE (MALAYSIA) SDN BHD,,mynext,15/2/2025,
IOT MANUFACTURING SDN BHD,,mynext,16/2/2025,
LOGISTICS EXPEDITORS SDN BHD,,mynext,16/2/2025,
UMW CORPORATION SDN BHD,,mynext,16/2/2025,
TRANS-GLOBAL TRADELINKS (M) SDN BHD,,mynext,16/2/2025,
MISC BHD,,mynext,16/2/2025,
SETIA UTAMA LRT 3 SDN BHD,,mynext,16/2/2025,
IDS MEDICAL SYSTEMS (M) SDN BHD,,mynext,16/2/2025,
GSPP HOLDINGS SDN BHD,,mynext,16/2/2025,
VEOLIA WATER TECHNOLOGIES & SOLUTIONS MALAYSIA SDN BHD,,mynext,15/2/2025,
CHILINDO SDN BHD,,mynext,16/2/2025,
BUMI ARMADA BHD,,mynext,15/2/2025,
S.C. JOHNSON ASIA PACIFIC SDN BHD,,mynext,16/2/2025,
PANASONIC INDUSTRIAL DEVICES SALES (M) SDN BHD,,mynext,16/2/2025,
BERJAYA CORPORATION BHD,,mynext,16/2/2025,
UEM EDGENTA BHD,,mynext,16/2/2025,
ESPIRA KINRARA SDN BHD,,mynext,16/2/2025,
CARGILL FOOD INGREDIENTS SDN BHD,,mynext,15/2/2025,
RESONAC MATERIALS JOHOR SDN BHD,,mynext,16/2/2025,
LUMILEDS MALAYSIA SDN BHD,,mynext,15/2/2025,
SHARP MANUFACTURING CORPORATION (M) SDN BHD,,mynext,16/2/2025,
MMC GAMUDA KVMRT (PDP) SDN BHD,,mynext,15/2/2025,
TUPPERWARE BRANDS MALAYSIA SDN BHD,,mynext,16/2/2025,
SANDEN AIR CONDITIONING (MALAYSIA) SDN BHD,,mynext,16/2/2025,
KK SUPERMART & SUPERSTORE SDN BHD,,mynext,16/2/2025,
ARKEMA THIOCHEMICALS SDN BHD,,mynext,16/2/2025,
ROSY BROWN ENTERPRISES SDN BHD,,mynext,16/2/2025,
UNIFUJI SDN BHD,,mynext,16/2/2025,
HINO MOTORS SALES (MALAYSIA) SDN BHD,,mynext,16/2/2025,
BHP SHARED SERVICES MALAYSIA SDN BHD,,mynext,16/2/2025,
UMW TOYOTA MOTOR SDN BHD,,mynext,16/2/2025,
ZTE (MALAYSIA) CORPORATION SDN BHD,,mynext,16/2/2025,
BEKO APPLIANCES MALAYSIA SDN BHD,,mynext,16/2/2025,
DENSO (MALAYSIA) SDN BHD,,mynext,15/2/2025,
BIOCON SDN BHD,,mynext,16/2/2025,
MHG DESARU HOTEL SDN BHD,,mynext,16/2/2025,
YTL POWER INTERNATIONAL BHD,,mynext,16/2/2025,
OOWS EDUCATION POWERHOUSE SDN BHD,,mynext,16/2/2025,
SAPURA FABRICATION SDN BHD,,mynext,15/2/2025,
ISHIDA TAISEISHA MALAYSIA SDN BHD,,mynext,16/2/2025,
HENGYUAN REFINING CO BHD,,mynext,15/2/2025,
SYARIKAT BEKALAN AIR SELANGOR SDN BHD,,mynext,16/2/2025,
XIN DA SPINNING TECHNOLOGY SDN BHD,,mynext,16/2/2025,
DELLOYD INDUSTRIES (M) SDN BHD,,mynext,15/2/2025,
BMW ASIA TECHNOLOGY CENTRE SDN BHD,,mynext,15/2/2025,
SILVERLAKE INNOVATION PARTNERS SDN BHD,,mynext,16/2/2025,
TELEKOM MALAYSIA BHD,,mynext,15/2/2025,
HEVEABOARD BHD,,mynext,16/2/2025,
PETRONAS ICT SDN BHD,,mynext,16/2/2025,
SILTERRA MALAYSIA SDN BHD,,mynext,16/2/2025,
BATA (MALAYSIA) SDN BHD,,mynext,15/2/2025,
IHH HEALTHCARE BHD,,mynext,16/2/2025,
FLEXTRONICS SYSTEMS (PENANG) SDN BHD,,mynext,16/2/2025,
ARRANGILITY SDN BHD,,mynext,16/2/2025,
BEHN MEYER AGRICARE (M) SDN BHD,,mynext,16/2/2025,
AL-IKHSAN SPORTS SDN BHD,,mynext,16/2/2025,
FIBERTEX PERSONAL CARE SDN BHD,,mynext,16/2/2025,
MALAYSIAN MOSAICS SDN BHD,,mynext,16/2/2025,
NAIM ENGINEERING SDN BHD,,mynext,16/2/2025,
SCOMI GROUP BHD,,mynext,16/2/2025,
KVC INDUSTRIAL SUPPLIES SDN BHD,,mynext,16/2/2025,
MSM SUGAR REFINERY (JOHOR) SDN BHD,,mynext,16/2/2025,
JT INTERNATIONAL TRADING SDN BHD,,mynext,16/2/2025,
SANMINA-SCI SYSTEMS (MALAYSIA) SDN BHD,,mynext,16/2/2025,
ITMAX SYSTEM BHD,,mynext,16/2/2025,
EDOTCO GROUP SDN BHD,,mynext,16/2/2025,
CARLSBERG BREWERY MALAYSIA BHD,,mynext,15/2/2025,
OCK SETIA ENGINEERING SDN BHD,,mynext,15/2/2025,
J.S.T. CONNECTORS (MALAYSIA) SDN BHD,,mynext,16/2/2025,
PERODUA SALES SDN BHD,,mynext,16/2/2025,
STELLANTIS GURUN (MALAYSIA) SDN BHD,,mynext,16/2/2025,
ISUZU HICOM MALAYSIA SDN BHD,,mynext,15/2/2025,
DIGLANT MALAYSIA SDN BHD,,mynext,16/2/2025,
VULCAN TRADE SDN BHD,,mynext,16/2/2025,
ENVICO ENTERPRISES SDN BHD,,mynext,15/2/2025,
YOUNGREEM TECH (M) SDN BHD,,mynext,16/2/2025,
PHO STREET RESTAURANT SDN BHD,,mynext,16/2/2025,
STEELCASE MANUFACTURING (MALAYSIA) SDN BHD,,mynext,16/2/2025,
MADCIENCE CONSULTING SDN BHD,,mynext,16/2/2025,
PERAK-HANJOONG SIMEN SDN BHD.,,mynext,16/2/2025,
MARUWA (MALAYSIA) SDN BHD,,mynext,16/2/2025,
SELIA EKUITI SDN BHD,,mynext,16/2/2025,
PANTAI MEDICAL CENTRE SDN BHD,,mynext,15/2/2025,
LACTALIS TRADING MALAYSIA SDN BHD,,mynext,16/2/2025,
SIME DARBY HOLDINGS BHD,,mynext,16/2/2025,
AXIATA DIGITAL ECODE SDN BHD,,mynext,16/2/2025,
LULU GROUP RETAIL SDN BHD,,mynext,15/2/2025,
F&N BEVERAGES MARKETING SDN BHD,,mynext,16/2/2025,
PANASONIC SOLAR ENERGY MALAYSIA SDN BHD,,mynext,15/2/2025,
LC WAIKIKI RETAIL MY SDN BHD,,mynext,16/2/2025,
LOTTE CHEMICAL TITAN (M) SDN BHD,,mynext,15/2/2025,
KEE SONG AGRICULTURE (M) SDN BHD,,mynext,16/2/2025,
NATURAL OLEOCHEMICALS SDN BHD,,mynext,16/2/2025,
NOV PROCESS & FLOW TECHNOLOGIES MALAYSIA SDN BHD,,mynext,16/2/2025,
RAYA AIRWAYS SDN BHD,,mynext,16/2/2025,
ROLAND MANUFACTURING MALAYSIA SDN BHD,,mynext,16/2/2025,
TIMES FS ENTERPRISE SDN BHD,,mynext,16/2/2025,
PGEO EDIBLE OILS SDN BHD,,mynext,16/2/2025,
BAYER CO (MALAYSIA) SDN BHD,,mynext,16/2/2025,
PALMTOP SDN BHD,,mynext,16/2/2025,
HIBISCUS PETROLEUM BHD,,mynext,16/2/2025,
YOSHINOYA HANAMARU MALAYSIA SDN BHD,,mynext,16/2/2025,
JABIL CIRCUIT SDN BHD,,mynext,15/2/2025,
STERLING DRUG (MALAYA) S/B,,mynext,15/2/2025,
ETIKA DAIRIES SDN BHD,,mynext,16/2/2025,
MENG KEE POULTRY (M) SDN BHD,,mynext,16/2/2025,
SAWWAN VENTURES SDN BHD,,mynext,16/2/2025,
WOWSHOP SDN BHD,,mynext,16/2/2025,
KNAUF HOLDING SDN BHD,,mynext,15/2/2025,
HITACHI SUNWAY INFORMATION SYSTEMS SDN BHD,,mynext,16/2/2025,
ROCHE SERVICES (ASIA PACIFIC) SDN BHD,,mynext,16/2/2025,
RIVERSTONE RESOURCES SDN BHD,,mynext,16/2/2025,
CONTINENTAL TYRE AS MALAYSIA SDN BHD,,mynext,15/2/2025,
TOTO MALAYSIA SDN BHD,,mynext,16/2/2025,
SARAWAK SHELL BHD.,,mynext,15/2/2025,
CAL COMP (MALAYSIA) SDN BHD,,mynext,16/2/2025,
DELL GLOBAL BUSINESS CENTER SDN BHD,,mynext,16/2/2025,
RENESAS SEMICONDUCTOR KL SDN BHD,,mynext,16/2/2025,
KAIFA TECHNOLOGY MALAYSIA SDN BHD,,mynext,16/2/2025,
MODALKU VENTURES SDN BHD,,mynext,16/2/2025,
IAQ TECHNOLOGY INTERNATIONAL SDN BHD,,mynext,15/2/2025,
CIBA VISION JOHOR SDN BHD,,mynext,16/2/2025,
SPECIAL EQUIPMENT SUPPLIES SDN BHD,,mynext,16/2/2025,
SUMITOMO ELECTRIC INTERCONNECT PRODUCTS (M) SDN BHD,,mynext,16/2/2025,
WISTRON TECHNOLOGY (MALAYSIA) SDN BHD,,mynext,16/2/2025,
ADIDAS (MALAYSIA) SDN BHD,,mynext,15/2/2025,
TIEN WAH PRESS HOLDINGS BHD,,mynext,15/2/2025,
AVAGO TECHNOLOGIES (MALAYSIA) SDN BHD,,mynext,16/2/2025,
KECK SENG (MALAYSIA) BHD,,mynext,16/2/2025,
MYTEKSI SDN BHD,,mynext,15/2/2025,
VAT MANUFACTURING MALAYSIA SDN BHD,,mynext,16/2/2025,
ECART SERVICES MALAYSIA SDN BHD,,mynext,16/2/2025,
KARA MARKETING (M) SDN BHD,,mynext,16/2/2025,
ONESUBSEA MALAYSIA SYSTEMS SDN BHD,,mynext,15/2/2025,
SOON SOON OILMILLS SDN BHD,,mynext,16/2/2025,
FWD TECHNOLOGY AND INNOVATION MALAYSIA SDN BHD,,mynext,16/2/2025,
PARKSON CORPORATION SDN BHD,,mynext,16/2/2025,
IVORY PROPERTIES GROUP BHD,,mynext,15/2/2025,
SUNCHIRIN INDUSTRIES (MALAYSIA) BHD,,mynext,16/2/2025,
NZ WHEELS SDN BHD,,mynext,16/2/2025,
S.E.H. MALAYSIA SDN BHD,,mynext,16/2/2025,
ROWANDRILL MALAYSIA SDN BHD,,mynext,15/2/2025,
PEYATIM BESTARI SDN BHD,,mynext,16/2/2025,
LATEXX MANUFACTURING SDN BHD,,mynext,16/2/2025,
MATA AEROTECH SDN BHD,,mynext,16/2/2025,
TOKYO TAKUHAI (MALAYSIA) SDN BHD,,mynext,16/2/2025,
SEAGULL COOLING TECHNOLOGIES (ASIA PACIFIC) SDN BHD,,mynext,16/2/2025,
POSCO INTERNATIONAL MALAYSIA SDN BHD,,mynext,16/2/2025,
NI MALAYSIA SDN BHD,,mynext,16/2/2025,
CSC STEEL SDN BHD,,mynext,16/2/2025,
EPCOS RDC SDN BHD,,mynext,16/2/2025,
KILANG SAWIT C.P. SDN BHD,,mynext,16/2/2025,
CGS INTERNATIONAL SECURITIES MALAYSIA SDN BHD,,mynext,16/2/2025,
COHERENT MALAYSIA SDN BHD,,mynext,15/2/2025,
HAP SENG CONSOLIDATED BHD,,mynext,16/2/2025,
FUJI ELECTRIC (MALAYSIA) SDN BHD,,mynext,15/2/2025,
SAMSUNG ELECTRONICS (MALAYSIA) SDN BHD,,mynext,15/2/2025,
UMW INDUSTRIAL POWER SERVICES SDN BHD,,mynext,16/2/2025,
NITTO DENKO MATERIALS (MALAYSIA) SDN BHD,,mynext,16/2/2025,
POSCO-MKPC SDN BHD,,mynext,16/2/2025,
DNP IMAGINGCOMM ASIA SDN BHD,,mynext,15/2/2025,
HERBALIFE PRODUCTS MALAYSIA SDN BHD,,mynext,16/2/2025,
AVERY DENNISON MATERIALS SDN BHD,,mynext,15/2/2025,
SECURIFORCE SDN BHD,,mynext,16/2/2025,
SONY SUPPLY CHAIN SOLUTIONS (MALAYSIA) SDN BHD,,mynext,15/2/2025,
TOKIO MARINE LIFE INSURANCE MALAYSIA BHD,,mynext,15/2/2025,
MAH SING PROPERTIES SDN BHD,,mynext,16/2/2025,
TANAH MAKMUR BHD,,mynext,16/2/2025,
MALAY-SINO CHEMICAL INDUSTRIES SDN BHD,,mynext,16/2/2025,
PACIFIC OILS & FATS INDUSTRIES SDN BHD,,mynext,16/2/2025,
PENGERANG TERMINALS SDN BHD,,mynext,16/2/2025,
NIPPON ELECTRIC GLASS (MALAYSIA) SDN BHD,,mynext,16/2/2025,
SHINKO ELECTRONICS (MALAYSIA) SDN BHD,,mynext,16/2/2025,
BOGGI MALAYSIA SDN BHD,,mynext,16/2/2025,
DAIHATSU (MALAYSIA) SDN BHD,,mynext,16/2/2025,
LEONG HUP FEEDMILL SDN BHD,,mynext,16/2/2025,
TKR MANUFACTURING (MALAYSIA) SDN BHD,,mynext,15/2/2025,
POSCO-MALAYSIA SDN BHD,,mynext,15/2/2025,
SAYONG PLANTATION SDN BHD,,mynext,16/2/2025,
WCT CONSTRUCTION SDN BHD,,mynext,16/2/2025,
COLUMBIA ASIA SDN BHD,,mynext,15/2/2025,
DAESEONG FAMILY SDN BHD,,mynext,16/2/2025,
PIONEER HAVEN SDN BHD,,mynext,16/2/2025,
HP MALAYSIA MANUFACTURING SDN BHD,,mynext,16/2/2025,
"MCKINSEY & CO, INC. (MALAYSIA)",,mynext,16/2/2025,
SEPAKAT SETIA PERUNDING (SENDIRIAN) BHD,,mynext,15/2/2025,
INFINEON TECHNOLOGIES (KULIM) SDN BHD,,mynext,16/2/2025,
BRIDGE DATA CENTRES MALAYSIA SDN BHD,,mynext,16/2/2025,
RAMSAY SIME DARBY HEALTH CARE SDN BHD,,mynext,15/2/2025,
RICHEMONT LUXURY (MALAYSIA) SDN BHD,,mynext,16/2/2025,
WD MEDIA (MALAYSIA) SDN.,,mynext,16/2/2025,
CS WIND MALAYSIA SDN BHD,,mynext,16/2/2025,
LBS BINA HOLDINGS SDN BHD,,mynext,16/2/2025,
PRINCE COURT MEDICAL CENTRE SDN BHD,,mynext,16/2/2025,
ZUELLIG PHARMA SDN BHD,,mynext,16/2/2025,
ECOOILS SDN BHD,,mynext,16/2/2025,
SHAM KITCHEN SDN BHD,,mynext,16/2/2025,
CERAGEM MALAYSIA BANSEOK SDN BHD,,mynext,16/2/2025,
FLEXSYS CHEMICALS (M) SDN BHD,,mynext,16/2/2025,
JASA MERIN (MALAYSIA) SDN BHD,,mynext,16/2/2025,
KAYAKU SAFETY SYSTEMS MALAYSIA SDN BHD,,mynext,16/2/2025,
ALIA FOOD SDN BHD,,mynext,16/2/2025,
OBAYASHI CORPORATION,,mynext,15/2/2025,
SUPER FOOD SPECIALISTS (M) SDN BHD,,mynext,16/2/2025,
MALAYSIA AIRPORTS HOLDINGS BHD,,mynext,16/2/2025,
MYDIN MOHAMED HOLDINGS BHD,,mynext,16/2/2025,
PERODUA MANUFACTURING SDN BHD,,mynext,15/2/2025,
COMFORT RUBBER GLOVES INDUSTRIES SDN BHD,,mynext,16/2/2025,
FGV IFFCO SDN BHD,,mynext,15/2/2025,
TOUCH \\\'N GO SDN BHD,,mynext,16/2/2025,
LINATEX RUBBER PRODUCTS SDN BHD,,mynext,16/2/2025,
TRANS RESOURCES CORPORATION SDN BHD,,mynext,16/2/2025,
LEE SOON SENG PLASTIC INDUSTRIES SDN BHD,,mynext,16/2/2025,
FINBOND HEAVY MACHINERY SDN BHD,,mynext,16/2/2025,
MERICA ENERGY SDN BHD,,mynext,16/2/2025,
LEADER CABLE INDUSTRY BHD,,mynext,16/2/2025,
DINDINGS POULTRY DEVELOPMENT CENTRE SDN BHD,,mynext,15/2/2025,
NATIONGATE SOLUTION (M) SDN BHD,,mynext,16/2/2025,
THEMED ATTRACTIONS RESORTS & HOTELS SDN BHD,,mynext,16/2/2025,
ACO TECH SDN BHD,,mynext,16/2/2025,
HOYA ELECTRONICS MALAYSIA SDN BHD,,mynext,16/2/2025,
FELDA IFFCO TRADING SDN BHD,,mynext,16/2/2025,
BEST ETERNITY RECYCLE TECHNOLOGY SDN BHD,,mynext,16/2/2025,
HANSOL KNM GREENTECH SDN BHD,,mynext,16/2/2025,
LATEXX PARTNERS BHD,,mynext,16/2/2025,
TOSHIBA TEC MALAYSIA SDN BHD,,mynext,16/2/2025,
TRICOR JAPAN SHARED SERVICES SDN BHD,,mynext,16/2/2025,
BERICAP MALAYSIA SDN BHD,,mynext,16/2/2025,
TS SOLARTECH SDN BHD,,mynext,16/2/2025,
EASTERN DECORATOR SDN BHD,,mynext,16/2/2025,
PMB ALUMINIUM SDN BHD,,mynext,16/2/2025,
TIME DOTCOM BHD,,mynext,16/2/2025,
TOAI MALAYSIA SDN BHD,,mynext,16/2/2025,
APEX HEALTHCARE BHD,,mynext,16/2/2025,
OWNDAYS MALAYSIA SDN BHD,,mynext,16/2/2025,
AEON FANTASY (MALAYSIA) SDN BHD,,mynext,16/2/2025,
JM RECYCLING SDN BHD,,mynext,16/2/2025,
HSBC SOFTWARE DEVELOPMENT (MALAYSIA) SDN BHD,,mynext,16/2/2025,
XINYI SOLAR (MALAYSIA) SDN BHD,,mynext,16/2/2025,
ATB SDN BHD,,mynext,16/2/2025,
CENTRAL SUGARS REFINERY (PADANG TERAP) SDN BHD,,mynext,16/2/2025,
TECHNIP ENERGIES (M) SDN BHD,,mynext,15/2/2025,
LINACO RESOURCES SDN BHD,,mynext,16/2/2025,
ASTRAZENECA SDN BHD,,mynext,15/2/2025,
GULF ASIA OILS & FATS SDN BHD,,mynext,15/2/2025,
INGRESS AUTO SDN BHD,,mynext,16/2/2025,
SMT TECHNOLOGIES SDN BHD,,mynext,16/2/2025,
TNB POWER GENERATION SDN BHD,,mynext,16/2/2025,
HABIB JEWELRY MANUFACTURING SDN BHD,,mynext,16/2/2025,
ICHIA TECHNOLOGIES MALAYSIA SDN BHD,,mynext,16/2/2025,
TDK-LAMBDA MALAYSIA SDN BHD,,mynext,15/2/2025,
BEHN MEYER MALAYSIA SDN BHD,,mynext,16/2/2025,
BAHRU STAINLESS SDN BHD,,mynext,16/2/2025,
AGILE TROPICANA DEVELOPMENT SDN BHD,,mynext,16/2/2025,
HEITECH PADU BHD,,mynext,16/2/2025,
DANISCO MALAYSIA SDN BHD,,mynext,16/2/2025,
KJM ALUMINIUM CAN SDN BHD,,mynext,16/2/2025,
SIEMENS HEALTHCARE SDN BHD,,mynext,16/2/2025,
ASIA HONOUR PAPER INDUSTRIES (M) SDN BHD,,mynext,15/2/2025,
SIN CHIUN HOLDING SDN BHD,,mynext,16/2/2025,
MICROCHIP OPERATIONS (MALAYSIA) SDN BHD,,mynext,16/2/2025,
APPLE MALAYSIA SDN BHD,,mynext,16/2/2025,
SAMSUNG C&T CORPORATION UEM CONSTRUCTION JV SDN BHD,,mynext,16/2/2025,
MOLEX (MALAYSIA) SDN BHD,,mynext,15/2/2025,
ICON OFFSHORE BHD,,mynext,16/2/2025,
MIQDAM MA SDN BHD,,mynext,16/2/2025,
MALAYSIA MILK SDN BHD,,mynext,16/2/2025,
TAT HONG PLANT HIRE SDN BHD,,mynext,16/2/2025,
SAPURAACERGY SDN BHD,,mynext,15/2/2025,
BERLIAN MCDERMOTT SDN BHD,,mynext,15/2/2025,
SCHLUMBERGER WTA (MALAYSIA) SDN BHD,,mynext,15/2/2025,
MMC ENGINEERING SERVICES SDN BHD,,mynext,16/2/2025,
FOLI INTERIOR DESIGN MALAYSIA SDN BHD,,mynext,16/2/2025,
SCHNEIDER ELECTRIC INDUSTRIES (M) SDN BHD,,mynext,16/2/2025,
R.E.A.L. EDUCATION GROUP SDN BHD,,mynext,15/2/2025,
INTERSTEP SDN BHD,,mynext,16/2/2025,
PANASONIC AVC NETWORKS KUALA LUMPUR MALAYSIA SDN BHD,,mynext,15/2/2025,
RED DOOR VENTURES SDN BHD,,mynext,16/2/2025,
AVERIS SDN BHD,,mynext,16/2/2025,
CLIPSAL MANUFACTURING (M) SDN BHD,,mynext,15/2/2025,
TFP RETAIL SDN BHD,,mynext,16/2/2025,
ASIAFLEX PRODUCTS SDN BHD,,mynext,15/2/2025,
TAYLOR`S EDUCATION SDN BHD,,mynext,15/2/2025,
TEXCHEM MATERIALS SDN BHD,,mynext,16/2/2025,
KIMBERLY-CLARK PRODUCTS (M) SDN BHD,,mynext,15/2/2025,
WSJ INTERNATIONAL SDN BHD,,mynext,16/2/2025,
WS OILS SDN BHD,,mynext,16/2/2025,
NEW ERA EDU SDN BHD,,mynext,16/2/2025,
ORACLE CORPORATION MALAYSIA SDN BHD,,mynext,16/2/2025,
MEMC IPOH SDN BHD,,mynext,15/2/2025,
SIME DARBY JOMALINA SDN BHD,,mynext,16/2/2025,
